Código;Descrição Resumida
100003570;SUPORTE CONDICIONADORES AR FERRO
100003096;UNIDADE EVAPORADORA P/ DUTOS C/ CONTROLE REMOTO 2,0 HP
100003095;UNIDADE EVAPORADORA P/ PAREDE C/ CONTROLE REMOTO 3,0 HP
100003094;UNIDADE CONDENSADORA VRF 18,0 HP
100003093;UNIDADE EVAPORADORA P/ DUTOS C/ CONTROLE REMOTO 5,0 HP
100003092;UNIDADE EVAPORADORA P/ PAREDE C/ CONTROLE REMOTO 1,5 HP
100003091;UNIDADE EVAPORADORA P/ PAREDE C/ CONTROLE REMOTO 2,0 HP
100003090;UNIDADE CONDENSADORA VRF 24 HP
100003089;UNIDADE EVAPORADORA P/ PAREDE C/ CONTROLE REMOTO 2,5 HP
100003088;UNIDADE EVAPORADORA P/ DUTO C/ CONTROLE REMOTO 6,0 HP
100003087;UNIDADE EVAPORADORA P/ DUTOS C/ CONTROLE REMOTO 4,0 HP
100001853;UNIDADE CONDENSADORA VRF 16 HP
100006580;EMENDA PARLAMENTAR TURBO 03 PAS 60CM
100006042;EMENDA PARLAMENTAR VENTILADOR TURBO 40CM
100005160;EXAUSTOR P/ BANHEIRO 100MM BIVOLT
100005074;VENTILADOR 03 PAS - USO DIRETORIA DE ATENÇAO SAUDE
100004183;EXAUSTOR PAREDE 500 MM CINZA
100003682;VENTILADOR COLUNA 03 PAS 60CM 220V
100003681;VENTILADOR COLUNA 03 PAS 60CM 127V
100003679;VENTILADOR PAREDE 3 PAS 60CM 127V
100003678;VENTILADOR PAREDE 3 PAS 60CM 220V
100003677;VENTILADOR TETO MDF 03 PAS PRETO 220V
100003676;VENTILADOR TETO MDF 03 PAS PRETO 127V
100003675;VENTILADOR TETO MDF 03 PAS BRANCO 220V
100003674;VENTILADOR TETO MDF 03 PAS BRANCO 127V
100003348;CIRCULADOR AR BASICO
100003126;PURIFICADOR AR BASICO
100002553;PURIFICADOR AR 120M³ BIVOLT
100002220;VENTILADOR COLUNA 3 PAS 50CM 127V
100001956;VENTILADOR MESA 03 POSIÇOES 40CM 110V
100001760;VENTILADOR COLUNA 03 PAS 40CM 127V
100000342;EXAUSTOR INDUSTRIAL
100000144;VENTILADOR TETO
100000143;VENTILADOR PAREDE
100000142;VENTILADOR MESA
100000141;VENTILADOR COLUNA
100005716;EXTINTOR INCENDIO PO QUIMICO GAS N2 ABC 12KG
100005715;EXTINTOR INCENDIO PO QUIMICO GAS N2 ABC 4KG
100005658;EXTINTOR INCENDIO PO QUIMICO ABC 06 KG
100004263;LANÇA CHAMA TIPO PINGA FOGO
100001493;EXTINTOR INCENDIO BASE BICARBONATO SODIO BC 04KG
100001492;EXTINTOR INCENDIO BASE DIOXIDO CARBONO CO2 BC 06KG
100001491;EXTINTOR INCENDIO BASE AGUA CLASSE A 10L
100000044;EXTINTOR INCENDIO
100002304;SINALIZADOR MERGULHO ELETRONICO
100002658;CHUVEIRO QUIMICO USO LABORATORIO
100004064;MASCARA P/ SOLDA
100003634;CONJUNTO FERRAMENTAS RESGATE ELETRO-HIDRAULICO
100003633;DESENCARCERADOR HIDRAULICO P/ CORTE TRAÇAO VEICULOS
100003611;DETECTOR METAIS PORTATIL ABS 415MM
100003530;PLACA ANCORAGEM P/ RESGATE PEQUENA
100003529;PLACA ANCORAGEM P/ RESGATE GRANDE
100003528;HASTE P/ RESGATE ALUMINIO
100003527;GUINCHO P/ RESGATE USO CONJUNTO C/ HASTE
100003266;SISTEMA COMPRESSAO MECANICO AUTOMATIZADO PORTATIL
100006184;BOMBA D´AGUA PRESSURIZADA 0,75CV BIFASICA 220V
100006106;BOMBA VACUO
100006105;COMPRESSOR AR P/ LIMPEZA
100006104;COMPRESSOR AR AUTOMOTIVO
100005644;AUTOTRANSFORMADOR TRIFASICO 60 KVA P/ PISCINA
100005643;BOMBA P/ SISTEMA INCENDIO C/ MOTOBOMBA DIESEL
100005636;CONJUNTO MOTO BOMBA JACUZZI C/ PRE-FILTRO 7,5 CV 220/380V 3500RPM
100005507;COMPRESSOR AR PROFISSIONAL ALTA PRESSAO 20PES 5,0HP 200L TRIFASICO
100005336;BOMBA AR
100005125;GERADOR TRIFASICO 70/75 KVA 220/127V
100005113;COMANDO BOMBA INJETORA CONTRASTE
100005112;BOMBA INJETORA CONTRASTE
100005001;BOMBA PRE FILTRO APP
100004769;COMPRESSOR AR
100004320;BOMBA D´AGUA CENTRIFUGA 10CV 440V
100004066;BOMBA VACUO ANEL LIQUIDO 220V
100003854;BOMBA D´AGUA CENTRIFUGA 03.0 CV 220/380/440V
100003804;BOMBA D´AGUA BASICA
100003671;BOMBA D´AGUA SUBMERSA 1,5CV 220/380V
100003670;BOMBA D´AGUA SUBMERSIVEL 1CV 220V
100003669;BOMBA D´AGUA SUBMERSIVEL 1CV 110V
100003241;GERADOR ENERGIA
100002911;COMPRESSOR AR 10HP TRIFASICO 220/380V
100002894;BOMBA D´AGUA CENTRIFUGA 5CV 220/380V
100002397;COMPRESSOR AR BASICO
100002267;BOMBA D´AGUA CENTRIFUGA 2CV 220/380V
100002266;BOMBA D´AGUA CENTRIFUGA 1CV 220/380V
100002265;BOMBA D´AGUA CENTRIFUGA 0,75CV 127V
100001296;BOMBA D´AGUA CENTRÍFUGA 1 ¹/²CV 220/380V
100001295;BOMBA D´AGUA CENTRIFUGA 3CV 220/380V
100001294;BOMBA D´AGUA CENTRIFUGA 0,75CV TRIFÁSICA 220/380V
100000254;BOMBA D´AGUA CENTRIFUGA
100006065;GRUPO MOTOR GERADOR DIESEL 11 KVA
100005960;GERADOR GASOLINA 2KVA
100005830;GRUPO MOTOR GERADOR DIESEL
100005796;GERADOR GASOLINA 1KVA
100005795;GRUPO MOTOR GERADOR GASOLINA 10KVA
100005794;GRUPO MOTOR GERADOR DIESEL 10KVA
100005447;GRUPO MOTOR GERADOR 45KVA
100005446;GRUPO MOTOR GERADOR 225KVA
100004735;GRUPO MOTOR GERADOR DIESEL 80KVA
100004547;GRUPO MOTOR GERADOR DIESEL 120KVA
100003898;GRUPO MOTOR GERADOR DIESEL 8KVA
100003580;GRUPO MOTOR GERADOR DIESEL 30KVA
100003569;GRUPO MOTOR GERADOR DIESEL 12KVA
100003349;GRUPO MOTOR GERADOR ENERGIA
100003239;GRUPO MOTOR GERADOR DIESEL 150KVA
100003238;GRUPO MOTOR GERADOR DIESEL 75KVA
100003164;GRUPO MOTOR GERADOR DIESEL 100KVA UPAS
100002809;GRUPO MOTOR GERADOR DIESEL 25KVA
100002159;GRUPO MOTOR GERADOR GASOLINA 3600RPM 5500 / 6000 WATTS 220 / 127VCA 60HZ 09 HORAS.
100002158;GRUPO MOTOR GERADOR GASOLINA 3600RPM 2,3 / 2,6KVA 220 / 127VCA 60HZ 04 HORAS.
100001875;GRUPO MOTOR GERADOR DIESEL 1800RPM 55 / 50KVA 220 / 127VCA 60HZ 08 HORAS.
100006428;SECADOR PEDESTAL
100005014;SECADOR P/ MAOS PLASTICO ABS C/ ACIONAMENTO AUTOMATICO
100003454;SECADOR AUTOMATICO
100004729;ENGRAXADEIRA PNEUMATICA
100005913;LAVADORA PRESSAO 1.200W
100005561;LAVADORA PRESSAO P/ HIGIENIZAÇAO 1400W
100005506;LAVADORA PRESSAO ALTA PRESSAO PROFISSIONAL PISTOES AÇO INOX 220/380V
100004847;LAVADORA PRESSAO P/ HIGIENIZAÇAO EQUIPAMENTOS MANGUEIRA 20M 220V
100002343;LAVADORA PRESSAO BASICA
100001547;LAVADORA PRESSAO 1,6CV A 2,3CV 230V
100006096;MEDIDOR LASER
100006095;NIVEL LASER
100004725;AMOLADOR FACAS ELETRICO
100003350;ALAVANCA FERRO
100002301;CHAVE CATRACA MANUAL
100006795;"SERRA CIRCULAR LAMINA 7 1/4"" 220V"
100006478;"CHAVE IMPACTO 1/2""(13MM) S/ FIO"
100006108;MINI PARAFUSADEIRA
100006094;PLAINA ELETRICA 700W
100005983;"FURADEIRA / PARAFUSADEIRA BATERIA 23NM 3/8"" 10MM BIVOLT"
100005954;SERRA CIRCULAR ESQUADREJADEIRA
100005835;LIXADEIRA ANGULAR
100005823;"ESMERILHADEIRA LIXADEIRA ANGULAR 7""220V"
100005697;MARTELETE PERFURADOR ROMPEDOR 800W 220V
100005695;REBITADEIRA MANUAL
100004712;"SERRA CIRCULAR LAMINA 9 1/4"""
100004581;MARTELETE COMBINADO
100004523;ESMERILHADEIRA SECO / UMIDA
100004264;MOTOSSERRA P/ SERRAR ARVORES
100003680;SERRA MARMORE 1.400W 110V DISCO 110 MM
100003355;SERRA CIRCULAR
100003354;MAQUINA RETIFICADORA PNEUMATICA
100003353;FURADEIRA / PARAFUSADEIRA BATERIA
100003352;MOTOSSERRA P/ PODAR ARVORES
100002682;MAQUINA RETIFICADORA C/ 60 ACESSORIOS 110V
100002138;"SERRA CIRCULAR LAMINA 7 1/4"" 127V"
100001517;"FURADEIRA / PARAFUSADEIRA BATERIA 30NM 3/8"" 10MM BIVOLT"
100001516;"FURADEIRA PROFISSIONAL 3/8"" ROTAÇAO 1000 A 1300 RPM"
100000278;SERRA TICO-TICO 220V
100000246;SERRA P/ MARMORE
100000245;SERRA CONTINUA
100000244;REBOLO ESMERIL
100000243;"ESMERILHADEIRA LIXADEIRA ANGULAR 7"" 220V"
100000241;"FURADEIRA IMPACTO 1/2"" 110V 0 A 2800 RPM"
100004687;MALETA P/ FERRAMENTAS
100002347;KIT FERRAMENTAS MANUAIS
100006689;BALANÇA DIGITAL BIOIMPEDANCIA C/ CONEXAO VIA BLUETOOTH
100006423;BALANÇA DIGITAL VETERINARIA
100006195;MEDIDOR RUIDO SONORO
100006138;ESTAÇAO METEOROLOGICA MOVEL COMPACTA (EMMC) AUTOMATICA
100006006;PACOMETRO DETECTOR SCANNER PAREDE ATE 150 MM
100006005;TRENA LASER 50M C/ BLUETOOTH
100005746;PAQUIMETRO DIGITAL 300 MM C/ SAIDA DE DADOS
100005745;PAQUIMETRO DIGITAL 200 MM C/ SAIDA DADOS
100005744;PAQUIMETRO ANALOGICO 300 MM
100005743;PAQUIMETRO ANALOGICO 200 MM
100005742;MICROMETRO EXTERNO DIGITAL C/ SAIDA DE DADOS TIPO DISCO 0-25 MM
100005741;MICROMETRO EXTERNO ANALOGICO TIPO DISCO | 0-25 MM
100005740;MICROMETRO EXTERNO ANALOGICO 0-25 MM 0,001 MM
100005739;CRONOMETRO DIGITAL
100005738;TRENA ANALOGICA 1000M C/ RODA
100005733;TERMOMETRO DIGITAL INFRAVERMELHO
100005732;TERMO-HIGRO-ANEMOMETROLUXIMETRO DIGITAL
100005731;TERMOANEMOMETRO DIGITAL
100005730;TERMO HIGROMETRO PORTATIL
100005729;REFRATOMETRO PORTATIL P/ AÇUCARES
100005728;MEDIDOR PH / UMIDADE SOLO
100005727;MEDIDOR PH / TEMPERATURA (2 EM 1) P/ MEIO LIQUIDO
100005726;MEDIDOR PH
100005725;LUXIMETRO DIGITAL
100005724;DECIBELIMETRO DIGITAL
100005694;BALANÇA DIGITAL PORTATIL 40KG
100005559;"PAQUIMETRO DIGITAL 6"" 150MM"
100005451;BALANÇA ANTROPOMETRICA DIGITAL P/ PESAGEM E MEDIÇAO INFANTIL
100005450;BALANÇA ANTROPOMETRICA DIGITAL P/ PESAGEM E MEDIÇAO ADULTO
100005449;BALANÇA ANTROPOMETRICA DIGITAL P/ PESAGEM E MEDIÇAO ADULTO OBESO
100005406;BALANÇA CONTROLE CORPORAL 150KG
100005380;MONITOR TEMPERATURA / UMIDADE
100005309;RESISTOGRAFO ELETRONICO P/ ANALISE DUREZA MADEIRAS
100005308;TOMOGRAFO SONICO
100005104;BALANÇA ANTROPOMETRICA ADULTO - USO DIRETORIA ATENÇAO SAUDE (DAS/SMS)
100005062;BALANÇA PLATAFORMA DIGITAL P/ PESAGEM VERIFICAÇAO ALTURA 300 KG
100005047;BALANÇA DIGITAL ELETRONICA 50KG
100004905;BALANÇA MESA ELETRONICA 220V
100004788;BALANÇA PLATAFORMA DIGITAL 600KG
100004787;BALANÇA DIGITAL PEDIATRICA - USO HMS
100004786;BALANÇA P/ PESAR FRALDAS
100004784;BALANÇA INDUSTRIAL 300 KG - USO HMS
100004783;BALANÇA DIGITAL P/ LACTENTE - USO HMS
100004782;BALANÇA ELETRONICA PRECISAO
100004781;BALANÇA ANTROPOMETRICA DIGITAL OBESO - USO HSM
100004779;BALANÇA ANTROPOMETRICA DIGITAL INFANTIL - USO HSM
100004778;BALANÇA ANTROPOMETRICA DIGITAL ADULTO - USO HMS
100004762;OPACIMETRO PORTATIL
100004730;BALANÇA MECANICA 150KG
100004724;BALANÇA PEDIATRICA DIGITAL P/ CRIANÇAS MENORES 2 ANOS
100004723;BALANÇA PLATAFORMA PORTATIL P/ PESAGEM PESSOAS MINIMO 200KG
100004722;ANTROPOMETRO VERTICAL PORTATIL P/ ADULTOS
100004721;ANTROPOMETRO HORIZONTAL P/ CRIANÇAS MENORES DOIS ANOS
100004625;DETECTOR TUBULAÇAO
100004317;GPS PORTATIL CONJUNTO COLETOR E RECEPTOR
100004259;BALANÇA ELETRONICA 30KG
100004233;MEDIDOR ESPESSURA
100004232;DECIBELIMETRO DIGITAL
100004167;BALANÇA PISO MOVEL 70 X 50CM 300KG
100004144;GPS PORTATIL C/ BUSSOLA 3 EIXOS
100004038;BALANÇA COMPLETA MOLA TUBO ALUMINIO P/ 25 KG 56 X 3X 3CM
100003640;ADIPOMETRO CIENTIFICO P/ ADULTOS E IDOSOS 0 A 80MM
100003636;BALANÇA ELETRONICA S/ COLUNA 150KG
100003635;BALANÇA ELETRONICA REGUA ANTROPOMETRICA 1,50M 200KG
100003597;RECEPTOR GPS BASICO
100003394;PAQUIMETRO P/ MEDIÇAO PRECISAO
100003393;BALIZA TOPOGRAFICA METALICA
100003358;DECIBELIMETRO P/ MEDIÇAO SOM
100003357;ADIPOMETRO CIENTIFICO
100003356;REGUA PARALELA P/ MEDIÇAO
100003257;ALICATE VOLT AMPERIMETRO DIGITAL
100003255;BALANÇA DIGITAL PEDIATRICA 30 KG 110/220V
100003097;TRENA ELETRONICA DIGITAL
100002740;BALANÇA MECANICA PEDIATRICA 18KG
100002731;TRENA ELETRONICA
100002599;BALANÇA ANTROPOMETRICA DIGITAL 200KG
100002598;BALANÇA DIGITAL PEDIATRICA 15KG 110/220V
100002552;TERROMETRO P/ MEDIR RESISTENCIA TERRA
100002459;RECEPTOR GPS DIGITAL
100002413;BALANÇA DIGITAL PEDIATRICA RECEM-NASCIDO 10KG 110/220V
100002384;MIRA TOPOGRAFICA ALUMINIO
100002383;"BALIZA TOPOGRAFICA FERRO 1/2"" 2M"
100002336;BALANÇA P/ PESOS E MEDIDAS
100002226;BALANÇA DIGITAL
100002187;PAQUIMETRO UNIVERSAL 150MM
100001774;BALANÇA MECANICA ADULTO PLATAFORMA C/ REGUA ANTROPOMETRICA 150KG
100001638;MONITOR FREQUENCIA CARDIACA
100001272;BALANÇA DIGITAL PORTATIL 150KG
100001270;BALANÇA DIGITAL PORTATIL 200KG
100001212;ADIPOMETRO CIENTIFICO 0 A 60 MM
100000139;TRENA LINEAR
100000007;BALANÇA DIGITAL PORTATIL 15KG
100005441;FECHADURA ELETRONICA C/ TECLADO TOUCH SCREEN
100002951;MOLA HIDRAULICA P/ PORTA
100006625;TOLDO PIRAMIDE EM LONA VINILICA
100006624;TOLDO TUNEL EM LONA VINILICA
100006623;TOLDO TUNEL EM POLICARBONATO ALVEOLAR
100006622;TOLDO FIXO EM LONA VINILICA TRANSLUCIDA
100006621;TOLDO FIXO EM LONA VINILICA
100006620;TOLDO FIXO EM POLICARBONATO ALVEOLAR
100006239;TOLDO PIRAMIDE LONA VINILICA BRANCA 9 X 9
100006238;TOLDO PIRAMIDE LONA VINILICA BRANCA 6 X 6
100006237;TOLDO PIRAMIDE LONA VINILICA BRANCA 5 X 5
100006236;TOLDO PIRAMIDE LONA VINILICA BRANCA 4 X 4
100006235;TOLDO PIRAMIDE LONA VINILICA BRANCA 3 x 3
100005657;CONTEINER TIPO ESCRITORIO 6,00 X 2,40 X 2,40
100005597;UNIDADE MOVEL (BOX) RADILOGICO P/ TOMOGRAFIA
100005435;POSTO ELEVADO OBSERVAÇAO P/ EVENTO DESMONTAVEL
100005289;CONTEINER HABITACIONAL P/ POSTO POLICIAL
100005033;CONTEINER MODULO ESCRITORIO
100004244;TOLDO PIRAMIDAL AÇO GALVANIZADO C/ LONA 2,00 X 2,00M
100004032;TOLDO AÇO GALVANIZADO P/ COBERTURA 8.00 X 8.00
100004031;TOLDO AÇO GALVANIZADO P/ COBERTURA C/ LONA 5,20 X 5,20M
100004015;TOLDO CLB 28M2
100004014;TOLDO ESTORIL 44 X 1,6M
100003767;GRADE PROTEÇAO
100003766;GRADIS P/ CONTROLE PESSOAS
100003397;CONTEINER ARAMADO
100003396;SANITARIO QUIMICO BASICO
100003395;GUARITA FIBRA
100003314;TOLDO TIPO TENDA P/ COBERTURA 3,0 X 3,0 X 3,0M
100003267;PRATICAVEIS (PALCO) METALICO
100002663;CONTEINER ARAMADO 700 X 700 X 1110MM
100002466;TOLDO P/ COBERTURA
100002200;TOLDO TIPO TENDA LONA PERSONALIZADO AZUL C/ BORDA LARANJA 4500 X 3000MM.
100001860;GUARITA BRANCA 1200 X 1200 X 2200MM
100001859;SANITARIO QUIMICO BASICO 1,10 X 1,10 X 2,00M
100005201;TANQUE INOX EMBUTIR 27L
100005028;TANQUE CILINDRICO
100006819;PORTA CORTA FOGO COMPLETA C/ INSTALAÇAO
100005718;PORTAO DESLIZANTE CHAPA GALVANIZADA C/ INSTALAÇAO
100005401;CERCA MODULAR
100003895;PORTAO ALUMINIO TUBULAR S/ PINTURA AUTOMAÇAO C/ CONTROLE
100004311;CAIXA D'AGUA POLIETILENO C/ TAMPA 12.000L
100004063;CAIXA D'AGUA AZUL 1500L
100006557;FONE OUVIDO SEMI-ABERTO DINÂMICO
100006419;SMARTPHONE APROPRIADO P/ IDOSOS ANDRIOD 32GB
100006387;SMARTPHONE APROPRIADO P/ IDOSOS 16GB
100005907;IMPRESSORA TERMICA ETIQUETAS P/ CODIGO BARRAS MONOCROMATICA 110V
100005886;MICROFONE INTERCOMUNICADOR
100005829;FONE OUVIDO (HEAD SET) C/ MICROFONE DIRECIONAL
100005379;ACIONADOR CHAMADA P/ SENHA VIA CONTROLE REMOTO
100005378;IMPRESSORA TERMICA ELETRONICA SENHAS C/ DATA E HORA
100005377;PAINEL SENHAS ELETRONICO GUICHE 5 DIGITOS 100MM
100005075;APARELHO TELEFONICO IDENTIFICADOR CHAMADAS - USO DIRETORIA DE ATENÇAO SAUDE
100005003;APARELHO TELEFONICO S/ FIO PRETO 110/220V
100004576;IMPRESSORA TERMICA PORTATIL P/ DISPOSITIVOS MOVEIS - BLUETOOTH E WIFI
100004541;RADIO TERMINAL REMOTO
100004540;ESTAÇAO ESTAÇAO RADIO BASE (ERB) PONTO-MULTIPONTO (PMP)
100004539;ESTAÇAO RADIO BASE (ERB) PONTO-A-PONTO (PTP)
100004487;RADIO TERMINAL
100004486;TERMINAL ASSINANTE
100004485;ESTAÇAO RADIO-BASE (ERB)
100004209;APARELHO TELEFONICO P/ CENTRAL OPERAÇOES
100004208;APARELHO TELEFONICO INTERFONE EMERGENCIA
100004138;IMPRESSORA TERMICA PORTATIL C/ BLUETOOTH P/ DISPOSITIVOS MOVEIS
100004122;FONE OUVIDO (HEAPHONE) TIPO PROFISSIONAL
100003949;FONE OUVIDO TIPO SUPRA AURICULAR
100003894;KIT TRANSMISSAO SEM-FIO P/ AUDIO MICROFONE HEADSET
100003625;FONE OUVIDO HEADSET BASICO
100003624;BANCO CANAIS C/ 32 PORTAS FXS
100003598;SMARTPHONE ANDROID MEMORIA 16GB
100003481;BANCO CANAIS C/ 08 PORTAS FXS
100003480;BANCO CANAIS C/ 16 PORTAS FXS
100003479;BANCO CANAIS C/ 24 PORTAS FXS
100003478;BRIDGE 1E1 RACK
100003477;BRIDGE 2E1
100003476;BRIDGE 2E1 RACK
100003474;BRIDGE 1E1 P/ SOLUÇAO VOIP
100003472;APARELHO TELEFONICO ANALOGICO P/ SOLUÇAO VOIP
100003468;BANCO CANAIS C/ 36 PORTAS FXS
100003467;APARELHO TELEFONICO TIPO ATA - 2FXS
100003466;APARELHO TELEFONICO IP C/ POE
100003465;APARELHO TELEFONICO IP C/ VISOR POE E MODULO EXPANSAO
100003464;APARELHO TELEFONICO IP C/ VISOR E POE
100003460;APARELHO TELEFONICO IP C/ VISOR GRAFICO
100003399;PAINEL VOZ C/ PORTAS RJ 45
100003398;PAINEL SENHAS ELETRONICO
100003263;ESTAÇAO SOM P/ VIDEO CONFERENCIA
100003222;SISTEMA VIDEOCONFERENCIA BASICO
100003218;PAINEL VOZ C/ 25 PORTAS RJ 45
100003210;BASE AMPLIFICADORA P/ APARELHOS DIGITAIS
100003208;FONE OUVIDO (HEADSETS ) MONOAURICULAR 3M
100003207;APARELHO TELEFONICO DIGITAL
100003200;KIT COMUNICAÇAO P/ RESGATE PESADO P/ EQUIPE 06 SOCORRISTAS
100003199;KIT COMUNICAÇAO P/ RESGATE INTERMEDIARIO P/ EQUIPE 05 SOCORRISTAS
100003198;KIT COMUNICAÇAO P/ RESGATE LEVE P/ EQUIPE 03 SOCORRISTAS
100003197;KIT EQUIPAMENTOS COMUNICAÇAO P/ AMBIENTES C/ RISCO EXPLOSAO
100003086;CENTRAL TELEFONICA P/ REDE VOZ E DADOS
100002952;INTERFACE CELULAR P/ PABX
100002888;APARELHO TELEFONICO DIGITAL C/ FIO C/ VISOR
100002887;APARELHO TELEFONICO DIGITAL C/ FIO S/ VISOR
100002726;CENTRAL TELEFONICA PABX CPCT 15 TRONCOS 46 RAMAIS
100002725;CENTRAL TELEFONICA PABX CPCT 45 TRONCOS 140 RAMAIS
100002724;CENTRAL EDUCACIONAL DIGITAL
100002700;FONE OUVIDO BASICO
100002689;FONE OUVIDO (HEADSET) MONOFONE AURICULAR
100002673;CENTRAL TELEFONICA PABX CPCT 04 TRONCOS 12 RAMAIS
100002528;IMPRESSORA TERMICA P/ SENHAS
100002460;APARELHO AUDIO-CONFERENCIA P/ COMUNICAÇAO
100002458;SMARTPHONE DIGITAL
100002306;APARELHO TELEFONICO BASICO
100002293;FONE OUVIDO (HEADSET) ESTEREO C/ MICROFONE DIRECIONAL
100002146;"SUPORTE P/ DISPENSADOR SENHAS MODELO BICO PATO C/ PLACA ""RETIRE SUA SENHA"""
100002145;PAINEL SENHAS ELETRONICO SEQUENCIAL ORIENTADOR PUBLICO 110 / 220V
100002105;APARELHO TELEFONICO C/ FIO S/ IDENTIFICADOR CHAMADAS
100001545;IMPRESSORA TERMICA ETIQUETAS
100001408;CENTRAL TELEFONICA PABX CPCT 38 TRONCOS 137 RAMAIS 380 PORTAS
100001407;CENTRAL TELEFONICA PABX CPCT 30 TRONCOS 49 RAMAIS 190 PORTAS.
100001218;ANTENA TIPO PARABOLICA
100000396;APARELHO FAX C/ PAPEL TERMICO
100000351;AMPLIFICADOR P/ VOZ
100000289;APARELHO TELEFONICO ANALOGICO C/ FIO
100000131;APARELHO TELEFONICO HEADSET P/ TELEFONISTA
100006312;CAMERA VIDEO ALTO-FALANTE 4K ULTRA HD
100006231;MESA CONTROLADORA
100005995;SISTEMA MONITORAMENTO CAMERA SPEED DOME 32X DE ZOOM - SEMIT
100005968;RING LIGHT
100005634;GRAVADOR DIGITAL H1N
100005600;SISTEMA GRAVAÇAO / VISUALIZAÇAO LOCAL
100005505;MIXER AUDIO ANALOGICO 10 CANAIS
100005454;PAINEL CONEXOES P/ MESA
100005453;SUPORTE RETRATIL P/ PROJETOR
100005452;TELA RETRATIL P/ PROJEÇAO
100005137;GRAVADOR VIDEO DVR STAND ALONE 16 CANAIS
100005136;GRAVADOR VIDEO DVR STAND ALONE HD 720P 8 CANAIS
100005135;CAMERA BULLET LENTE FIXA HD 720P
100004483;CAIXA TECNICA
100004482;CAMERA MOVEL
100004481;CAMERA FIXA
100003777;CAMERA VIGILANCIA
100003585;SISTEMA MONITORAMENTO VIDEO - SUCOP
100003463;SISTEMA MONITORAMENTO VIDEOS C/ CAMERAS E RADIOS
100003273;FILMADORA C/ MICROFONE INTEGRADO E ILUMINAÇAO PROPRIA
100003272;FILMADORA PROVA D´AGUA
100002688;SISTEMA MONITORAMENTO VIDEO
100002657;FILMADORA PORTATIL GRAVAÇAO MINIDVD
100002344;MICRO-GRAVADOR DIGITAL
100002221;GRAVADOR PORTATIL DIGITAL 128 A 150MB
100002219;MICRO-GRAVADOR DIGITAL 16 HORAS GRAVAÇAO
100001694;APARELHO SOM RADIO GRAVADOR
100001626;MICRO-GRAVADOR DUAS VELOCIDADES GRAVAÇAO
100001496;FILMADORA PORTATIL VIDEO COMPACTA
100000348;CD PLAYER PORTATIL
100000280;GRAVADOR PORTATIL
100000047;FILMADORA PORTATIL
100006844;CAMERA VIDEOCONFERENCIA INTEGRADA P/ GRANDES SALAS REUNIOES ACIMA 10 PARTICIPANTES
100005596;CAMERA VIDEOCONFERENCIA INTEGRADA C/ CONTROLE REMOTO P/ PEQUENAS SALAS
100005595;WEBCAM VIDEOCHAMADA FULL HD
100005594;WEBCAM VIDEOCHAMADAS ULTRA HD 4K
100005593;HEADSET USB
100004016;MEGAFONE 25 WATTS
100003400;MEGAFONE P/ MAO
100001855;MEGAFONE 20 WATTS
100006636;MICRO CHAVE SWICT NA/NF
100005376;PLACA TOUCHPAD 60 FLATWALL
100005375;VISOR INFORMATIVO P/ SCORE BOARD
100005374;SCORE BOARD LED NUMERICO
100005373;CARRINHO P/ FIXAR E TRANSPORTAR SCORE BOARD
100005372;START SYSTEM MODELO INFINIT
100005371;CONSOLE P/ COMPUTADOR C/ MALA P/ TRANSPORTE
100005370;CATRACA MODELO COMPETIDOR
100006204;TERMINADOR OPTICO USO INTERNO 06 FIBRAS OPTICAS
100006203;CAIXA STANK COMPLETA P/ EMENDA FIBRA OPTICA USO AEREA C/ 48 FIBRAS OPTICAS
100006202;CAIXA STANK COMPLETA EMENDA FIBRA OPTICA USO SUBTERRANEO 48 FIBRAS OPTICAS
100006201;CAIXA STANK COMPLETA P/ EMENDA FIBRA OPTICA USO AEREO 12 FIBRAS OPTICAS
100006200;CAIXA STANK COMPLETA 12 FIBRAS OPTICAS
100006199;DIO P/ 24 FIBRAS OPTICAS C/ CONECTORES LC
100006198;DIO P/ 12 FIBRAS OPTICAS C/ CONECTORES LC
100006701;MODULO P/ CONECTIVIDADE 5G LUMINARIA INTELIGENTE
100006700;MODULO P/ CONECTIVIDADE WIFI LUMINARIA INTELIGENTE
100006670;LUMINARIA INTELIGENTE C/ CONECTIVIDADE WIFI 5G
100006577;QUADRO BARRAMENTOS P/ DISTRIBUIÇAO PREDIAL
100006207;QUADRO DISTRIBUIÇAO ENERGIA ESTABILIZADA 48 DISJUNTORES
100006206;QUADRO DISTRIBUIÇAO ENERGIA ESTABILIZADA 22 DISJUNTORES
100006205;QUADRO DISTRIBUIÇAO ENERGIA ESTABILIZADA 12 DISJUNTORES
100005914;FILTRO LINHA
100005482;MULTIMETRO DIGITAL PORTATIL C/ AVISO SONORO
100005306;FONTE LUZ
100005249;AUTOTRANSFORMADOR VOLTAGEM 750VA
100005140;FONTE LUZ EMERGENCIA
100005036;QUADRO ELETRICO
100003403;CARREGADOR PILHA
100003402;BATERIA P/ RAIO X
100003154;ELIMINADOR P/ BATERIAS
100002513;LUMINARIA P/ PRACHETA DESENHO
100002332;LAMPADA EMERGENCIA
100002280;CARREGADOR BATERIA
100002007;BATERIA P/ RX RECARREGAVEL NIQUEL/ CADMIO C 2500 1,2V
100006686;TRANSFORMADOR BIVOLT
